shopname,price,star,type,longitude,latitude
谢大牛馆·中式卤牛排(德胜店),￥92,40,江浙小吃,120.1563211,30.29661735
GODIVA(嘉里中心店),￥52,40,冰淇淋,120.1585846,30.26274088
云海肴云南菜(杭州西溪印象城店),￥77,40,云南菜|滇菜,120.0454426,30.25015612
藏日本料理,￥298,45,日本料理,120.1541277,30.27160191
鲁员外地锅鸡地锅鱼(武林店),￥66,45,农家菜,120.1560059,30.26347606
新白鹿餐厅(星光大道一期店),￥67,45,浙菜,120.2037692,30.21169727
茶岚苑花园餐厅(九溪店),￥85,45,农家菜,120.1131537,30.21471074
御牛道烤肉料理(滨江宝龙店),￥175,45,日式烧烤/烤肉,120.1622064,30.1897523
绿城玫瑰园·翡翠庭中餐厅(之江路店),￥171,50,浙菜,120.1002694,30.17891233
文兴酒家·始于1990(杭州大厦店),￥200,40,粤菜馆,120.156065,30.27645998
谢谢书香,￥120,40,西餐,120.1614266,30.25569776
农夫烤牛肉(下沙总店),￥88,40,融合烤肉,120.3316086,30.32139919
本逸·割烹料理(黄龙店),￥439,50,日本料理,120.1383789,30.26906334
山农堡农庄·地道山里味,￥86,40,私房菜,119.1521656,29.59227607
外婆家(亲橙里店),￥65,45,浙菜,120.0243841,30.28373067
怀谷居酒屋(青芝坞店),￥106,40,日本料理,120.1198306,30.26075765
满丼·肉剧场专门店(中山北路店),￥37,40,快餐简餐,120.1647771,30.26146355
小牛家村·贵州黄牛肉梦想小镇店,￥86,50,火锅,119.996207,30.29319706
舞麦UMAI(中山北路店),￥112,40,日本料理,120.1639143,30.26468365
迦南(武林路店),￥36,40,面包烘焙,120.1548499,30.27114226
老街面馆(三坝店),￥25,40,面馆,120.0917172,30.30466597
吉屋居酒屋·烧鸟专门店(太合店),￥105,40,日本料理,120.1071292,30.30358601
伊家鲜·经典杭帮菜(教工路店),￥129,50,本帮江浙菜,120.1321164,30.27414857
大江户·熟成炭烧·夜宵酒场(中山中路店),￥268,45,日本料理,120.1654145,30.25585122
什么鬼,￥56,40,咖啡厅,120.1715118,30.24253671
小乡小镇·传承桐庐土菜,￥71,45,农家菜,119.6568073,29.76403464
左庭右院鲜牛肉火锅(龙湖西溪天街店),￥130,40,潮汕牛肉火锅,120.0641907,30.29603603
菓子酱CAKE&COFFEE,￥43,45,面包烘焙,120.101737,30.27587246
浙C老邻舍(大关公园店),￥151,45,海鲜,120.1502557,30.3054594
棒老二烈火现炒·下饭菜·烤鱼烧烤大排档(滨江天街店),￥81,40,川菜馆,120.198934,30.20262674
李白图书馆餐厅(杜甫店),￥115,40,浙菜,120.0567201,30.36187789
OUI KITCHEN,￥70,40,咖啡厅,120.1641659,30.26621799
海底捞火锅(古墩路印象城店),￥103,45,四川火锅,120.0948256,30.29587895
海纳百川·馨餐厅·自助餐(学院路店),￥113,40,自助餐,120.1258283,30.27583909
杭州酒家(市民中心店),￥74,40,浙菜,120.205794,30.24764767
夏星酒馆(玉泉店),￥81,40,韩国料理,120.1219061,30.27104596
笑典皇·绍兴菜馆,￥118,40,浙菜,120.1334681,30.31760566
骏府·碳火烤肉(优盘时代广场店),￥108,50,日式烧烤/烤肉,120.0956248,30.30273323
加奈日本料理,￥346,45,日本料理,120.119022,30.27254876
古韵风·陈火锅(杭州滨江店),￥128,40,重庆火锅,120.2205675,30.21377352
古蜀第·10年老成都冷锅串串小馆(河东路店),￥69,40,串串香,120.1595425,30.28530451
西贝莜面村(杭州大悦城店),￥90,45,西北民间菜,120.1250211,30.30466003
小河妖·美蛙·烤鱼·家常菜(文三店),￥76,45,烤鱼,120.1375367,30.280005
海底捞火锅(余杭万达店),￥100,45,四川火锅,119.949858,30.27262053
千岛湖林海农庄(千岛湖店),￥75,50,私房菜,119.1026172,29.60422528
1921餐厅.精选.浙味(一线西湖湖景店),￥139,40,浙菜,120.1593004,30.25414293
绿豆饼车轮饼(学林街店),￥12,40,面包烘焙,120.3809879,30.31593524
怀谷居酒屋(滨盛路店),￥108,50,日本料理,120.1976894,30.20883652
露天西餐厅(麦道店),￥225,50,西餐,120.3062299,30.40551196
临江宴乡村生活餐厅,￥99,40,农家菜,119.6542061,29.72798227
太二酸菜鱼(滨江宝龙城店),￥82,40,酸菜鱼/水煮鱼,120.1624089,30.19086363
龙坞烤全羊(杭州总店),￥150,50,烤羊腿,120.0543298,30.10091133
魁·鱼新精致料理,￥318,45,日本料理,120.0663171,30.27704133
揽樱·庭院餐厅(西湖太子湾店),￥301,45,创意菜,120.1358588,30.22773969
简象咖啡CAFE ELE JANE(满陇桂雨店),￥62,45,咖啡厅,120.1188952,30.21924369
悠悠土菜鱼馆(新安南路店),￥73,40,农家菜,119.0478313,29.60164338
润和祥小砵头甜酒酿,￥11,40,饮品店,120.1338972,30.31778726
谁喜茶馆·良睦轩店·茶宴,￥288,50,创意菜,120.0038662,30.28048715
捞王锅物料理(杭州天虹店),￥110,45,猪肚鸡火锅,120.2061132,30.26699148
西贝莜面村(万象汇店),￥96,40,西北民间菜,120.2652458,30.18442862
牛表妹烤肉·直营店(杭州总店),￥89,45,融合烤肉,120.3298646,30.317503
伍子面馆(浣纱路店),￥29,40,面馆,120.1619665,30.25225804
玉玲珑Yeechino,￥364,50,浙菜,120.137314,30.26967164
御牛道烤肉料理(黄龙恒励大厦店),￥173,45,日式烧烤/烤肉,120.1309096,30.27198209
荒谬的生肉(河东路店),￥92,40,韩式烤肉,120.1588996,30.28559929
缸桶屋韩式烤肉自助(西湖D11店),￥82,35,烤肉自助,120.1557821,30.26485853
NauCarre?N2?N平方(凤起路店),￥76,40,甜品,120.154368,30.26523092
鲁员外地锅鸡地锅鱼(三墩店),￥70,50,农家菜,120.0747227,30.33424489
味德Wade's Bar &Grill(文三店),￥113,40,西餐,120.1214035,30.2774048
西贝莜面村(杭州西溪印象城店),￥93,40,西北民间菜,120.0441845,30.24935281
百家鸡味馆(清泰店),￥32,40,快餐简餐,120.1682506,30.24875312
杭州开元森泊·雁来轩中餐厅,￥136,50,浙菜,120.2213514,30.1341442
杭州远洋凯宾斯基酒店·Kitchen@K全日餐厅,￥287,40,自助餐,120.1360735,30.3087876
袁老四重庆火锅(萧山旺角城店),￥103,45,重庆火锅,120.2610999,30.17320583
柒园·三十年创意杭帮菜(湖滨银泰in77C区店),￥97,40,浙菜,120.1601388,30.25585134
蜜桃(亲橙里店),￥105,40,西餐,120.0257033,30.2830192
绿茶餐厅(天虹店),￥75,40,浙菜,120.2058545,30.26735311
千岛湖小鱼儿·淳安匠心农家菜,￥86,45,农家菜,120.0728053,30.33075707
不万能先生火锅(下沙旗舰店),￥68,45,重庆火锅,120.3321205,30.31249236
bluefrog蓝蛙(龙湖杭州滨江天街店),￥139,45,西餐,120.1998723,30.20413707
313羊庄·火锅·烤全羊团建聚会(杭州总店万塘店),￥90,45,牛羊肉火锅,120.1199291,30.28131884
小林刺身·家庭料理社区店(西溪店),￥99,40,日本料理,120.1190721,30.27252181
临岐鱼馆·本地农家土菜(南山公寓店),￥70,45,农家菜,119.0452159,29.59723405
茶百道(太平门直街店),￥15,40,茶饮果汁,120.2007977,30.26325438
菲乐餐厅(白傅路店),￥119,40,浙菜,120.1561868,30.25854382
赠李白·如诗的川味(远洋乐堤港店),￥84,45,川菜馆,120.1388619,30.30738406
胡集酒肆·唐潮西域菜(西溪天街店),￥93,45,新疆菜,120.0641687,30.29604906
外婆家(金沙印象城店),￥65,40,浙菜,120.331867,30.311183
RUSON(黄龙店),￥39,40,甜品,120.1339021,30.27088043
杭州桐庐康莱德酒店西餐厅-舍,￥275,45,西餐,119.4147793,29.98571788
弄口里烧烤(文三万塘店),￥48,50,烤串,120.1200965,30.28082906
外婆家(黄龙万科店),￥65,45,浙菜,120.1245052,30.27825726
发酵食堂(屏风街店),￥41,40,面包烘焙,120.1635317,30.26938051
阮大兴糕团(杭州湖滨银泰C区店),￥31,40,面包烘焙,120.1601811,30.25390558
魟阳日式料理(石桥店),￥105,45,日本料理,120.1875549,30.34487753
山葵·精致料理(湖滨银泰in77A区店),￥156,40,日本料理,120.1581499,30.2553667
小筑里·融合花园餐厅(西湖店),￥114,45,西餐,120.160019,30.24911166
渔万·隐藏深处·料理,￥160,50,日本料理,120.2514304,30.23359576
夏星酒馆(剑桥公社店),￥86,40,韩国料理,120.0909893,30.3083366
和家轩顺德菜(朝晖店),￥118,45,顺德菜,120.1634286,30.2790494
杭州钱江新城万豪酒店·万豪中餐厅,￥168,40,粤菜馆,120.2133196,30.24846589
撩鲜围煮·潮汕鲜牛火锅工厂店,￥82,40,潮汕牛肉火锅,120.132126,30.27896011
瑾瑜食府·梁渚宴·良渚传说故事文化餐厅(滨江明豪店),￥235,50,私房菜,120.2033771,30.21355362
山舍茶屋·蟹料理,￥476,40,日本料理,119.300294,29.49070686
山舍PillowBooks(西湖店),￥57,40,咖啡厅,120.1188071,30.21907161
杭州临平万丽酒店·万丽轩中餐厅,￥332,50,浙菜,120.3056767,30.41763938
豆捞坊·胶原花胶火锅(杭州大厦NEW店),￥135,50,小火锅,120.1553028,30.27615961
东北一锅香(丰潭路城西店),￥70,40,东北菜,120.1007227,30.29964862
浙里本味·宴四季江南(花家山庄店),￥158,50,私房菜,120.1326979,30.22637115
江南渔哥(十五奎巷店),￥446,40,私房菜,120.1651832,30.23951804
天伦餐厅·臻选蟹宴,￥258,40,浙菜,120.1188056,30.26039363
COMMUNE幻师(西溪印象城店),￥86,45,西餐,120.0473508,30.25006527
汝拉私房菜(西湖景区·龙井茶田店),￥110,45,创意菜,120.113024,30.23247854
德明饭店(八卦新村店),￥118,40,浙菜,120.1457088,30.20903862
BEROBELLO CAFE咖啡(孩儿巷店),￥21,40,咖啡厅,120.1598832,30.26503409
穿越·外婆家(西溪天堂店),￥115,40,浙菜,120.0854785,30.26761117
饮小满餐厅·家常江浙菜,￥61,40,浙菜,120.1968399,30.26111059
潮牛海记·鲜牛肉·烧烤·夜宵(西湖店),￥118,40,潮汕牛肉火锅,120.1563323,30.25877906
欢牛蛋糕屋(平海路店),￥33,40,甜品,120.1646331,30.25675568
欢牛蛋糕屋(城西店),￥33,40,面包烘焙,120.112216,30.28629333
新白鹿餐厅(中大银泰城店),￥64,40,浙菜,120.1698557,30.32916758
妙醍醐素食自助餐馆(香积寺店),￥20,40,自助餐,120.142015,30.29999498
bluefrog蓝蛙(杭州嘉里中心店),￥132,40,西餐,120.158053,30.26223594
福兹FUTSU,￥63,40,咖啡厅,120.1649609,30.25925608
501号台州海鲜餐厅(文三西路店),￥134,40,海鲜,120.0865482,30.27718291
枣叔的店(下沙宝龙广场店),￥32,40,甜品,120.381512,30.31410711
老余杭面馆,￥30,40,面馆,120.2770095,30.45210845
七条鱼日本料理(东站汇和城店),￥160,50,日本料理,120.2001965,30.29594726
江南春(中山中路店),￥17,40,江浙小吃,120.1657035,30.2542089
下江腩牛腩火锅(金沙印象城店),￥80,45,牛羊肉火锅,120.3320028,30.31063381
左庭右院鲜牛肉火锅(金沙印象城店),￥130,40,潮汕牛肉火锅,120.3313089,30.31107907
光头小龙虾·海鲜烧烤(天虹店),￥19,40,小龙虾,120.2052872,30.26750133
渝签斤串串自助火锅(武林夜市店),￥79,40,自助餐,120.1561442,30.26452522
魟阳日式料理(太平门直街店),￥103,45,日本料理,120.2055431,30.26350203
宋宴(虎跑店),￥306,50,浙菜,120.1300855,30.21385428
馨·煮酒·日料(朝晖路店),￥109,45,日本料理,120.1628208,30.27887628
象山海鲜烧烤(景芳天虹店),￥61,40,烤羊腿,120.2053574,30.26751742
蕙心小吃店(德苑路店),￥20,40,江浙小吃,120.1563074,30.3038215
宁波小海鲜(天虹店),￥85,40,海鲜,120.2057313,30.26746493
Bitofree甜菜,￥55,40,咖啡厅,120.1649619,30.25924609
魟阳日式料理(中大银泰店),￥112,45,日本料理,120.1707351,30.33085
七条鱼日本料理(三墩店),￥157,50,日本料理,120.0743818,30.33347829
Wagas沃歌斯(来福士店),￥84,45,西餐,120.2093428,30.25145395
印象江郎·鲜辣衢州菜(古墩路店),￥89,50,衢州菜,120.0972036,30.26554424
好灶头妈妈菜(七星花园店),￥101,40,农家菜,119.0388285,29.61689877
大渔铁板烧(大悦城店),￥228,40,自助餐,120.1260104,30.30386733
鲁员外地锅鸡地锅鱼(天水桥店),￥61,50,农家菜,120.1626088,30.27159458
大肆撸串·西南串味(远洋乐堤港店),￥80,40,烧烤烤串,120.1378461,30.30843935
君悦酒店·咖啡厅自助餐,￥310,40,自助餐,120.1567717,30.25709801
杭州酒家(庆春路店),￥78,40,浙菜,120.1683409,30.26001137
意式披萨店(万塘路店),￥49,40,比萨,120.1197741,30.2770181
老头儿油爆虾(萧山银隆店),￥83,40,浙菜,120.2641067,30.17427884
皇室炙·烧鸟居酒屋(中山北路店),￥121,40,日本料理,120.1642924,30.26505833
滋一味炭烤鲜牛肉(康康谷店),￥82,45,融合烤肉,120.2097912,30.19820386
四灶儿·地道杭帮菜(鼓楼一店),￥82,45,浙菜,120.1655011,30.23967963
近江海鲜城大排档,￥139,40,海鲜,120.1594543,30.2492836
江樂圜现炸酥鱼(河东路店),￥24,40,小吃,120.159365,30.28551616
聚缘土菜鱼馆,￥83,40,农家菜,119.0452329,29.59671218
九甲里·创意杭帮菜(河坊街店),￥73,45,浙菜,120.1664035,30.24302508
渔味餐厅,￥71,40,浙菜,119.6872042,29.79271384
魟阳日式料理(香积寺路店),￥102,45,日本料理,120.1615495,30.30912958
喜茶(杭州国大广场店),￥18,40,茶饮果汁,120.1575096,30.27227503
杭州久泰饭店·久泰阁,￥900,40,浙菜,120.2082181,30.24191026
炉鱼(西溪银泰城店),￥71,45,烤鱼,120.0709807,30.29608317
江南驿,￥129,40,创意菜,120.0226088,30.36940282
炉鱼(城西银泰店),￥67,40,烤鱼,120.1032578,30.30165432
牛小花·秘制炭火烤牛肉(临安店),￥76,45,融合烤肉,119.7000145,30.22409886
嘭嘭鲜牛杂煲·夜宵排档(转塘店),￥92,40,打边炉/港式火锅,120.0733676,30.15005929
牛犇犇牛馆(中河北路店),￥80,40,江浙小吃,120.1661105,30.26919237
相约洲湾酸菜鱼(中赢康康谷店),￥87,40,酸菜鱼/水煮鱼,120.2099695,30.19874606
東大方(杭州延安路店),￥95,40,浙菜,120.159408,30.26291339
羊老三羊蝎子铜锅涮肉·鲜牛羊肉·北派炭火锅自助(天城商业中心店),￥90,40,自助餐,120.1874955,30.2877677
余白精致日本料理(开元名都店),￥176,45,日本料理,120.2634831,30.18212397
青蜂西餐厅 全时段(江滨一号店),￥164,45,西餐,120.1789132,30.20022101
丹粤閣·顺德菜,￥134,40,粤菜馆,120.1703487,30.24980298
芒種(星光大道店),￥30,40,面馆,120.2038997,30.20937258
AtoZ Cafe(嘉里中心店),￥30,40,咖啡厅,120.15773,30.26353823
西贝莜面村(湖滨银泰in77C2区店),￥88,40,西北民间菜,120.159845,30.25437392
络腮胡掏羊锅·四季烤全羊·团建聚餐(仓前羊锅村店),￥108,45,牛羊肉火锅,119.9651498,30.31481329
炉鱼(中大银泰城店),￥67,45,烤鱼,120.1701525,30.32923613
西贝莜面村(下沙龙湖店),￥98,45,西北民间菜,120.3217156,30.3126602
竹岭人家,￥89,40,农家菜,119.204073,29.47862734
Yuki+ cake·coffee,￥41,50,咖啡厅,119.688509,29.79815193
老头儿油爆虾(火车东站店),￥88,45,浙菜,120.2006597,30.29567798
辣公子·千岛湖私房菜(滨江店),￥108,40,私房菜,120.20089,30.21374405
海底捞火锅(宝龙广场店),￥104,50,四川火锅,120.2492752,30.19786625
大隐清心素食自助餐厅,￥30,40,自助餐,120.101917,30.24286032
YUNHE秐合·庭院餐厅·江南融合菜(西溪湿地店),￥222,40,浙菜,120.0840078,30.26783072
7017浙菜?建德味(中财店),￥84,45,农家菜,120.2096367,30.21165398
民族料理,￥96,35,韩国料理,120.1419063,30.29245364
鲁员外地锅鸡地锅鱼(潮王路店),￥63,45,农家菜,120.1487358,30.28796368
平野屋·炉端烧(富阳店),￥93,40,日本料理,119.9275465,30.0525162
许家蒸虾甲鱼煲(下沙店),￥106,40,小龙虾,120.3312524,30.31833426
运河祈利酒店-丽格全日餐厅,￥281,40,自助餐,120.1406731,30.3026385
李白图书馆餐厅(博地中心店),￥156,40,浙菜,120.24774,30.23844704
樱鹤居酒屋.炭火烧鸟.活鳗料理(中山北路店),￥196,40,日本料理,120.1627494,30.27006198
有家牛馆·回归中式牛排·传承温州味(滨江龙湖天街店),￥71,40,小吃,120.198953,30.20326273
爱猫之城·猫咖狗咖·猫狗双全体验馆,￥61,50,咖啡厅,120.1597041,30.26006718
百汕石锅鱼·特色麻麻鱼·金汤酸菜鱼·烧烤龙虾·生蚝(上塘路店),￥70,40,鱼火锅,120.1563441,30.29693036
雷泰泰台式胡椒虾(滨江金铂湾店),￥116,40,台湾菜,120.2052693,30.21694303
啦喜街美食广场,￥50,40,其他美食,120.1505245,30.17269661
串王阿三烧烤·生蚝·烤鱼(瓜沥店),￥76,50,烤串,120.4505965,30.18710061
同路人(阳光店),￥89,40,浙菜,119.691298,29.80343356
原来你也在这里·炭火烧串(上塘路总店),￥85,40,日本料理,120.1566822,30.29612807
遇见村上千层蛋糕(总店),￥34,40,面包烘焙,120.2009864,30.29650036
老弄堂菜馆·老底子杭帮味(鼓楼店),￥75,40,浙菜,120.1654359,30.23964551
知味观·味庄(杨公堤店),￥133,40,浙菜,120.132566,30.23286254
外婆家(西溪印象城店),￥65,40,浙菜,120.0448005,30.24997747
隐茶小院(西湖国际店),￥97,40,私房菜,120.1171454,30.28286191
杭茶坊(乾龙路店),￥93,45,农家菜,120.1133208,30.21700275
Drippers,￥45,40,咖啡厅,120.1605063,30.25070244
老革命饭店·桐庐35年老店,￥70,40,浙菜,119.6862424,29.79359144
炉鱼(国大店),￥67,40,烤鱼,120.1581315,30.2720262
三禾屋·日本料理(梦想小镇店),￥90,45,创意菜,119.9928927,30.29170731
好東家·传统民间菜(千岛湖店),￥75,40,浙菜,119.0393432,29.61660169
老秦凉都黄牛肉馆(萧山店),￥99,45,牛羊肉火锅,120.2445781,30.19797856
捞王锅物料理(金沙印象城店),￥119,45,猪肚鸡火锅,120.3321506,30.31121346
外婆家(湖滨银泰in77C区店),￥65,45,浙菜,120.1601017,30.25581128
山居荣府高级餐厅(金门东望大厦店),￥230,45,私房菜,119.9424428,30.0707273
花房餐厅(西溪天堂店),￥114,40,浙菜,120.0833786,30.26716705
杭州久泰饭店·摩卡花园,￥155,40,西餐,120.2085508,30.24246165
名人浅草屋(城西银泰店),￥90,45,日本料理,120.104246,30.30359052
碗比锅大(一店),￥13,40,江浙小吃,119.2895542,29.49082815
皮箱工坊,￥49,45,咖啡厅,120.1776021,30.26325337
大痴小馆,￥280,45,苏浙菜,119.9886685,30.07940127
廖瑜红廖氏白斩鸡,￥83,40,江浙小吃,120.1789209,30.26342177
一江春水·杭帮臻宴,￥150,40,浙菜,120.1257799,30.23271655
藤椒鱼佳(万塘路店),￥62,50,酸菜鱼/水煮鱼,120.1197851,30.27757206
大橘家咖啡植物商店,￥42,45,咖啡厅,120.1453039,30.20693504
迦南(下沙宝龙城市广场店),￥30,40,面包烘焙,120.3819839,30.31413279
艋舺·台宴(杭州大厦店),￥148,40,台湾菜,120.1569528,30.27468378
膳居私房菜,￥115,40,私房菜,120.1645128,30.22023905
喜柿龙虾和螃蟹餐厅(中山北路店),￥195,40,小龙虾,120.1653255,30.26491628
二人雜鋪,￥45,45,咖啡厅,120.1009841,30.29864782
虾佬圣汤,￥640,40,海鲜火锅,120.1368065,30.30764485
鲍师傅糕点(湖滨店),￥32,40,面包烘焙,120.1592199,30.25709553
名家海鲜火锅·活蟹生香(钱潮店),￥280,50,海鲜火锅,120.2095876,30.27278841
西贝莜面村(杭州龙湖滨江天街店),￥96,40,西北民间菜,120.1993831,30.20346737
老谢潮州菜广东砂锅粥,￥121,40,潮汕菜,120.1977151,30.34594997
La pedrera 巴特洛·西班牙餐厅(白沙泉店),￥226,40,西餐,120.1300512,30.26453459
龙井御庄·精致江南菜(欧美中心店),￥389,50,浙菜,120.1319929,30.27672714
牛西南·中国凉都黄牛肉火锅,￥91,40,火锅,120.0885225,30.31034576
与点,￥48,40,咖啡厅,120.1013906,30.24025333
外婆家(虎跑店),￥84,40,浙菜,120.1311919,30.21760358
渔悦虾馆·大闸蟹·烧烤(古墩路店),￥82,45,小龙虾,120.0668793,30.35401287
萨瓦迪·泰国菜餐厅Sawasdee Thai·音乐餐吧(武林夜市店),￥121,40,泰国菜,119.8729682,29.9087122
Meet U 首尔大排档 ????(下沙宝龙青春万岁店),￥59,40,韩国料理,120.3774901,30.315269
YC工作室蛋糕定制,￥140,40,面包烘焙,120.2680653,30.30617498
七条鱼日本料理(新天地店),￥154,50,日本料理,120.1750183,30.32547474
潮人牛事·潮汕鲜牛肉火锅(星光国际广场店),￥86,40,潮汕牛肉火锅,120.2041301,30.2112048
福昌洞?韩式料理(滨兴小区店),￥26,40,韩国料理,120.19557,30.19549289
一席地·本地鸡窝(西湖文化广场店),￥60,45,本地鸡窝火锅,120.1581388,30.28035841
西贝莜面村(滨江宝龙店),￥92,40,西北民间菜,120.1621272,30.18993815
炖物24章·顺时轻养茶(杭州大厦店),￥17,40,饮品店,120.158706,30.27370111
杭州柏悦酒店·悅厅,￥264,40,甜品,120.2102774,30.25627671
炉鱼(拱墅万达广场店),￥60,45,烤鱼,120.1137628,30.33241195
钱塘宴(东站西子国际店),￥165,50,浙菜,120.2138465,30.29905067
23号墙门菜(狮虎桥店),￥70,40,浙菜,120.1579823,30.26865924
春雪面馆(转塘店),￥26,40,面馆,120.066302,30.16196641
面包与空气,￥36,40,面包烘焙,119.9213307,30.05345476
地锅即递(临天路二店),￥46,45,农家菜,119.7109195,30.23327236
德天肥牛海鲜火锅(滨江一店),￥149,45,海鲜火锅,120.2095793,30.21457974
GONTRAN CHERRIER(东站万象汇店),￥39,40,面包烘焙,120.2130932,30.29588719
老头儿油爆虾(翠苑宋江印店),￥69,40,浙菜,120.1188241,30.29063974
花颜谷味·生日蛋糕·动物奶油(城西店),￥104,45,面包烘焙,120.0398858,30.29297811
西贝莜面村(武林银泰店),￥91,40,西北民间菜,120.1594264,30.27140066
炉鱼(亲橙里店),￥67,40,烤鱼,120.0246266,30.28379401
迷路餐厅,￥121,40,浙菜,120.1019723,30.24057951
牛小花·秘制炭火烤牛肉(余杭未来科技城店),￥78,50,融合烤肉,120.0002777,30.27685636
满丼·肉剧场(滨江宝龙店),￥35,40,日式简餐/快餐,120.1631743,30.19022409
杭州JW万豪酒店Cru扒房,￥563,50,牛排,120.1525838,30.2771196
吴山烤禽(吴山路店),￥35,40,熟食熏酱,120.1605441,30.25413424
蛙小侠(余杭金地广场店),￥72,45,湘菜,120.077256,30.34215876
清秋·素(拱墅店),￥421,50,素食,120.1336075,30.31695994
和茶缘·梅坞农家菜(梅灵南路店),￥75,45,农家菜,120.0852273,30.18570056
黄氏水牛奶甜品世家(古墩路店),￥19,40,饮品店,120.0930945,30.2914664
鮨·浅草君·日式料理(下沙宝龙二期一店),￥61,45,日本料理,120.3804122,30.31414988
ADLIB PARTY海海人生,￥84,40,咖啡厅,120.3460784,30.31041528
名人浅草屋(滨河广场店),￥264,45,日本料理,120.104246,30.30359052
友好饭店·西湖旋转全湖景餐厅,￥85,40,自助餐,120.1616563,30.25615715
太二酸菜鱼(龙湖滨江天街店),￥92,40,酸菜鱼/水煮鱼,120.1995204,30.20387555
好想牛·鲜活牛肉店(七堡花园城店),￥94,40,潮汕牛肉火锅,120.2381055,30.30246029
初居食屋日式料理(湖墅南路店),￥77,40,日本料理,120.150984,30.27844761
王三烤肉火锅·始于2007(滨江天街店),￥52,45,融合烤肉,120.1996408,30.20281379
弄口里烧烤(中豪五星国际店),￥458,45,烤串,120.2186675,30.29330329
杭州西子湖四季酒店-WL BISTRO西湖餐厅(灵隐路店),￥105,40,西餐,120.1229929,30.25334271
礼耕堂·百年茶人餐厅(梅家坞店),￥62,40,私房菜,120.0838859,30.20712307
一席地·本地鸡窝(中大银泰店),￥109,50,本地鸡窝火锅,120.1719649,30.32986244
乡阁庭院餐厅,￥132,40,私房菜,120.1116475,30.22150018
弘味楼·私房菜(临平店),￥24,45,特色菜,120.2671625,30.40383705
亲骨金华砂锅·骨帮升级品牌(孙权路直营店),￥64,40,砂锅,119.940037,30.05864401
新周記(庆春店),￥91,45,浙菜,120.1912169,30.26176749
乡土黄·牛肉火锅(丁桥店),￥106,40,火锅,120.2312314,30.34828741
海煮叹鲜·粥底火锅·港式海鲜打边炉(赛银国际广场店),￥111,45,打边炉/港式火锅,120.0166207,30.27641598
山外山菜馆(玉泉路店),￥142,40,浙菜,120.1160494,30.25838616
善爱素餐厅(下沙店),￥22,40,自助餐,120.3250528,30.30787939
南山南餐厅(青芝坞店),￥93,40,创意菜,120.1193387,30.26050416
一席地·本地鸡窝(天虹店),￥63,45,本地鸡窝火锅,120.2053203,30.26731639
bluefrog蓝蛙(城西银泰店),￥136,45,西餐,120.103373,30.3013864
杭州杭帮菜博物馆,￥137,40,浙菜,120.1378284,30.21005874
The tree·有树小厨,￥138,45,私房菜,120.1642831,30.22032261
新大碗·地道淳安味(千岛湖店),￥78,45,家常菜,119.0485756,29.60173591
袁记云饺(文二店),￥25,40,饺子,120.1405179,30.28889077
明洞韩国料理烤肉(星光广场店),￥83,45,韩国料理,120.2045422,30.20940446
西湖春天·粤菜(南山店),￥130,40,粤菜馆,120.1546695,30.24572807
杭州开元名都大酒店·四季轩中餐厅,￥134,50,浙菜,119.9287218,30.05211759
7017浙菜?建德味(新天地店),￥83,40,浙菜,120.1742258,30.327439
辣钟师(绿地中央广场店),￥104,40,川菜,120.1385793,30.3058648
魂心家·烧鸟·酒场(东大街店),￥128,40,日式自助,120.3007029,30.422686
宽窄巷子成都串串香(邮电路店),￥64,45,串串香,120.165184,30.25416192
季忆先生·山水衢菜 小海鲜(滨江宝龙店),￥81,50,衢州菜,120.1635183,30.19025574
坂吉屋·居酒屋深夜食堂(龙湖店),￥76,45,日本料理,120.3227491,30.31133339
炉鱼(水晶城购物中心店),￥67,45,烤鱼,120.1470143,30.30719253
老头儿油爆虾(新天地店),￥79,45,浙菜,120.1746292,30.32535803
发条咖啡·cafe&food,￥38,40,咖啡厅,120.1586535,30.26565875
竹子咖啡bamboo coffee,￥55,40,咖啡厅,120.1716351,30.2430869
犁村(物美店),￥39,40,快餐简餐,120.3439187,30.30635552
4U CAFE(广景苑店),￥57,40,咖啡厅,120.2020154,30.26738778
叉子汤勺.轻食沙拉(双龙街店),￥84,40,西餐,120.0665485,30.29464623
凉友花哥(紫金港店),￥14,40,甜品,120.0855447,30.31197141
迪拜杭州风味音乐餐厅(湖滨步行街店),￥88,40,新疆菜,120.158272,30.25915461
牛很鲜潮汕牛肉火锅(文三颐高店),￥100,40,潮汕牛肉火锅,120.127982,30.2790685
鱼知筑·传承淳安本味(千岛湖店),￥75,35,私房菜,119.0335424,29.62642045
三分银·辣之源贵州菜,￥93,40,贵州菜|黔菜,120.1087245,30.28195432
魟阳日式料理(三墩店),￥95,50,日本料理,120.0736167,30.33604759
布歌东京(嘉里中心店),￥111,40,甜品,120.1581583,30.26290707
新白鹿餐厅(西湖银泰店),￥68,40,浙菜,120.1611747,30.24523111
云隐浙西·临安菜(新民街店),￥73,40,农家菜,119.7046513,30.23332953
海底捞火锅(西田城店),￥101,45,四川火锅,120.0888728,30.34450303
PASTO BISTRO 怕事儿多西餐·咖啡,￥134,40,西餐,120.2019862,30.24440163
杭州JW万豪酒店-万豪中餐厅,￥175,40,粤菜馆,120.15232,30.27707313
新凯旋烧烤·千岛湖特色菜(拱墅上塘路店),￥65,45,烧烤烤串,120.1572399,30.29536118
