shopname,star,place,type,longitude,latitude
麦田里商业街,40,城东,休闲街区,120.2028845,30.26664509
1928文化创意园,35,城东,休闲街区,120.212391,30.31654192
桐庐博物馆,45,博物馆,博物馆,119.6949361,29.79818012
水景公园,40,临平,公园/广场,120.2917089,30.40681707
千岛湖燃擎游乐场,35,千岛湖风景区,游乐场,119.139771,29.60884057
三潭印月,50,龙井/虎跑,自然景观,120.1406503,30.24120122
基督教会崇一堂,45,钱江新城/四季青,宗教,120.2043565,30.26181156
桐庐城市规划展示中心,40,利时百货,展览馆,119.682919,29.80396424
太子尖,50,临安区,自然风光,118.8929989,30.17778107
东岳庙,40,北干,宗教,120.0855475,30.15023266
吴越国王陵考古遗址公园,45,衣锦街,古代遗迹,119.7210702,30.23714135
博地中心地下美食商业街,40,市心北路,休闲街区,120.2481942,30.23887697
LOFT49创意产业园区,40,运河广场,休闲街区,120.1237697,30.32368316
瑞晶石花洞,40,湍口镇,自然风光,119.0980976,30.08444984
太阳马戏艺趣嘉年华,40,城东,游乐场,120.1771655,30.3270245
弥陀寺公园,50,西湖北线/黄龙,公园/广场,120.1453628,30.26915272
茆坪村,50,桐庐县,古村古镇,119.7050827,29.65726218
西溪公园,45,高新文教区,公园/广场,120.0601,30.26925745
湘湖井山坞文化园,40,湘湖,动植物园,120.2214948,30.1811059
银湖公园,40,富阳区,公园/广场,119.9806794,30.14436413
钱塘江大桥纪念馆,35,龙井/虎跑,纪念馆,120.1306359,30.20129869
千岛湖希尔顿休闲游艇俱乐部,45,千岛湖风景区,游艇,119.0728127,29.60649669
荻浦花海,45,桐庐县,植物园,119.8209301,29.86609996
江南龙门湾,45,富春江景区,自然风光,119.6604854,29.69647459
马寅初旧居,45,浙一医院/庆春路沿线,纪念馆,120.1612888,30.26107305
康康谷风情美食街(春晓路店),35,开发区/高教园,休闲街区,120.2103274,30.19772854
独松关,40,余杭区,人文古迹,119.7086565,30.56433049
浙江省人民大会堂,0,西湖北线/黄龙,地标建筑,120.1500202,30.26699597
秀水街,35,千岛湖风景区,休闲街区,120.3869455,30.32700932
都锦生织锦博物馆,40,凤起路沿线,博物馆,120.1552004,30.26481147
老虎洞山风景区,50,湘湖,自然风光,120.1927629,30.13041049
万向公园,40,武林广场,公园/广场,120.1526984,30.27394411
城中湖旅游码头售票处,35,千岛湖广场,公园景点售票处,119.0485795,29.60286654
林风眠旧居,40,西湖北线/黄龙,纪念馆,120.1237614,30.25545243
南宋御街陈列馆,35,吴山广场/河坊街,陈列馆,120.1651808,30.23218354
潘天寿纪念馆,45,吴山广场/河坊街,纪念馆,120.1545251,30.24466889
江南古村落,35,桐庐县,古村古镇,119.8309395,29.85909619
画英雄art,40,留下,展览馆,120.0511116,30.22990351
畲乡民族村,35,桐庐县,美丽乡村,119.5466076,29.79704958
人民广场,40,临平,广场,119.7027443,30.23071241
杭州湿地植物园,40,西溪,植物园,120.0686463,30.27452787
临平地铁商业街,35,临平,休闲街区,120.2996932,30.41096027
吴山大观,45,吴山广场/河坊街,宗教,120.1608091,30.23929086
杭州西湖风景名胜区-法镜寺,50,灵隐/白乐桥,宗教,120.0999789,30.23933096
千岛湖伯瑞特度假酒店养生温汤,35,千岛湖风景区,温泉,118.9911138,29.58365833
冠山公园,50,开发区/高教园,公园/广场,120.1865169,30.16477804
八百里风情岛,35,青山湖景区,自然风光,119.774842,30.26074027
杭州钱塘江博物馆,40,城东,博物馆,120.2120864,30.24373084
先照禅寺,50,湘湖,宗教,120.2214973,30.12677448
安溪古镇,35,余杭区,古村古镇,120.0112245,30.41085628
中国共产党杭州历史馆,0,西湖北线/黄龙,博物馆,120.1401434,30.25919
恒生科技园,45,海创园,休闲街区,120.0007402,30.2805026
云雾山慈云庵,35,临安区,宗教,119.3998123,30.03765059
抗日战争胜利浙江受降纪念馆,0,富阳区,纪念馆,119.9505884,30.11893855
梦栖小镇设计中心,40,良渚,休闲街区,120.0281955,30.38315643
郁达夫公园,40,郁达夫公园,公园/广场,119.9543476,30.04883165
桐庐生仙里景区,40,桐庐县,自然风光,119.3071906,29.93646151
岳飞纪念馆,50,西湖北线/黄龙,纪念馆,120.1299166,30.2552792
之江国家旅游度假区,35,九溪,自然风光,120.1027436,30.17811921
杨家村,35,富阳区,美丽乡村,119.5230778,29.52993013
莲花广场,35,古荡,广场,120.0953372,30.27196843
肖岭水库,45,桐庐县,水利工程,119.8071279,29.7893965
子胥野渡,35,乾潭镇,自然风光,119.5473777,29.61795013
龙门山,40,富阳区,自然风光,119.7559065,30.32820605
梅鹤堂,40,凤起路沿线,历史建筑,120.1555216,30.2620743
建华商业中心,35,拱宸桥/上塘,休闲街区,120.1482577,30.31997009
大雄讲寺,50,良渚,宗教,120.0124473,30.36489341
陆游纪念馆,30,凤起路沿线,纪念馆,120.1623055,30.26416068
理安寺,50,龙井/虎跑,宗教,120.1081758,30.2096005
南宋市井街,35,吴山广场/河坊街,休闲街区,120.1665302,30.23893261
北山公园,40,北干,公园/广场,120.2734783,30.17352476
湖滨,0,,,120.1616995,30.25455836
三潭印月,0,,,120.1406503,30.24120122
花港观鱼,0,,,120.1344818,30.23250933
太子湾公园,0,,,120.1374739,30.22780214
雷峰塔,0,,,120.1442227,30.23328464
曲院风荷,0,,,120.1307889,30.25341254
西泠桥,0,,,120.1339737,30.25411699
北山街,0,,,120.1437229,30.26134665
武林夜市,0,,,120.1548966,30.26397999
西湖,0,,,120.1470172,30.26090127
九溪十八涧,0,,,120.1084155,30.20531687
西溪湿地,0,,,120.0601,30.26925745
西泠印社,0,,,120.1354466,30.25249629
西溪国家湿地公园,0,,,120.0601,30.26925745
杭州宋城,0,,,120.0940194,30.17198159
灵隐寺,0,,,120.0965738,30.24312498
法喜寺,0,,,120.0911312,30.22921186
小河直街历史文化街区,0,,,120.1313836,30.30952172
拱宸桥(轮渡站),0,,,120.0551336,30.29250599
河坊街,0,,,120.1647757,30.24214408
南宋御街,0,,,120.1664156,30.24277212
宋城,0,,,120.0940194,30.17198159
小河直街,0,,,120.1313836,30.30952172
良渚公园,0,,,119.9865477,30.39309237
千岛湖,0,,,119.0205496,29.59008279
西溪湿地公园,0,,,120.0601,30.26925745
南浔古镇,0,,,120.2097871,30.29569431
柳浪闻莺,0,,,120.1514023,30.24214645
雷峰夕照,0,,,120.1441263,30.23404643
南屏晚钟,0,,,120.1444645,30.23178115
苏堤春晓,0,,,120.1340498,30.24403488
双峰插云,0,,,120.1178075,30.24979551
平湖秋月,0,,,120.1414694,30.25440753
断桥残雪,0,,,120.1472297,30.26120261
岳王庙,0,,,120.1296891,30.25470494
杭州花圃,0,,,120.122806,30.24788393
郭庄,0,,,120.1275177,30.24621976
苏堤,0,,,120.1343667,30.24295142
长桥公园,0,,,120.1505725,30.23517947
集贤亭,0,,,120.1569867,30.25310873
净慈寺,0,,,120.1445658,30.23122035
断桥,0,,,120.1472297,30.26120261
雷锋塔,0,,,120.1384444,30.2533308
白堤,0,,,120.1442176,30.25767879
北高峰观景台,0,,,120.0937247,30.24773242
灵顺寺,0,,,120.092933,30.24787241
飞来峰,0,,,120.0968323,30.24083518
屏风街,0,,,120.1647835,30.26950885
武林码头,0,,,120.1593447,30.27662501
京杭大运河,0,,,120.1575574,30.27637873
拱宸桥,0,,,120.134731,30.32055612
小河历史文化街,0,,,120.1332584,30.31994906
鼓楼,0,,,120.1667428,30.24036291
清河坊街,0,,,120.1677797,30.24244271
城隍阁,0,,,120.1602515,30.23921383
吴山景区,0,,,120.1600071,30.23525965
药王庙,0,,,120.1622293,30.24014846
十二生肖石,0,,,120.1602265,30.2376419
岳庙,0,,,120.1297603,30.25433307
京杭大运河杭州景区,0,,,120.13302,30.32921847
杭州野生动物世界,0,,,119.9803153,30.15587889
青山湖,0,,,119.770195,30.23805551
杭州植物园,0,,,120.1138164,30.25546947
良渚国家考古遗址公园,0,,,119.9865477,30.39309237
象山艺术公社,0,,,120.0660928,30.15301794
白塔公园,0,,,120.1373428,30.20181542
三潭映月,0,,,120.1406503,30.24120122
径山寺,0,,,119.7602856,30.38225049
湘湖,0,,,120.2098136,30.13289109
浙江博物馆,0,,,120.1599623,30.2793279
九溪烟树,0,,,120.1084636,30.20493992
胡雪岩故居,0,,,120.1682313,30.23961176
万松书院,0,,,120.1559346,30.22916854
良渚古城遗址公园,0,,,119.9865477,30.39309237
孤山公园,0,,,120.1377575,30.25396768
龙坞茶山,0,,,119.8536941,30.29125406
满觉陇,0,,,120.1201015,30.22159178
云栖竹径,0,,,120.0848606,30.19282738
太子湾,0,,,120.1374739,30.22780214
龙井村,0,,,120.1006343,30.22118235
十里琅珰,0,,,120.1018328,30.22041679
九溪,0,,,120.1084155,30.20531687
乌龟潭,0,,,120.1286555,30.23371113
茅家埠,0,,,120.1207782,30.24175915
临平公园,0,,,120.288795,30.42929154
阳陂湖公园,0,,,119.9095932,30.07894214
一公园码头,0,,,120.1563388,30.25247859
孤山景区,0,,,120.1377575,30.25396768
杭州博物馆,0,,,120.1615341,30.24136307
杭州寺庙,0,,,119.5015684,30.3416324
花港码头,0,,,120.1381963,30.23424983
净慈禅寺,0,,,120.1445658,30.23122035
香积寺,0,,,120.1417392,30.30106941
杭州植物馆,0,,,120.2700168,30.30588031
杭州动物园,0,,,120.128192,30.21471871
青山湖水上森林,0,,,119.7596695,30.25699352
浙江省博物馆,0,,,120.0969501,30.16194419
东信和创园,0,,,120.0409227,30.22692346
中国美术学院,0,,,120.1557607,30.24538909
桥西直街,0,,,120.133837,30.3183471
五柳巷,0,,,120.1729878,30.24725812
十五奎巷,0,,,120.1666204,30.23999771
馒头山社区,0,,,120.1635148,30.22061715
大马弄,0,,,120.1642296,30.23582051
湖滨银泰,0,,,120.1600335,30.25473724
天目里,0,,,120.0946018,30.26866269
径山古道,0,,,119.7754136,30.38406949
湖滨公园,0,,,120.1570647,30.25550668
印象西湖,0,,,120.130438,30.25345105
庾村,0,,,119.7435303,30.226901
松月庐,0,,,119.4480783,30.35679239
孤山,0,,,120.1378598,30.25399483
吴山广场,0,,,120.1588321,30.24139804
西湖音乐喷泉,0,,,120.1560817,30.25608683
灵隐飞来峰,0,,,120.0968665,30.23939529
杭州西湖风景名胜区,0,,,120.1470172,30.26090127
六和塔,0,,,120.1266457,30.19873558
钱塘江大桥,0,,,120.135605,30.1932902
浙江大学,0,,,120.0773082,30.30488369
青芝坞,0,,,120.1166273,30.26038152
南山路,0,,,120.1518359,30.23716358
理公塔,0,,,120.0995432,30.24251261
永福寺,0,,,120.0263492,30.29104465
韬光寺,0,,,120.0914931,30.24504071
西湖国宾馆,0,,,120.1297306,30.23843723
飞来峰景区,0,,,120.0968665,30.23939529
满陇桂雨,0,,,120.1255613,30.22163499
虎跑梦泉,0,,,120.1247242,30.2127125
龙井问茶,0,,,120.1097038,30.2262495
吴山天风,0,,,120.1600065,30.24198018
阮墩环碧,0,,,120.1367914,30.2488386
黄龙吐翠,0,,,120.1337181,30.26629158
玉皇飞云,0,,,120.1406061,30.21730971
宝石流霞,0,,,120.1413594,30.26250467
天竺路,0,,,120.0975665,30.23551268
大运河,0,,,120.1575574,30.27637873
浙江省博物馆(之江馆),0,,,120.0969501,30.16194419
中国丝绸博物馆,0,,,120.1466381,30.22521226
中国茶叶博物馆,0,,,120.1087567,30.22194415
杭州国家版本馆,0,,,120.0109823,30.38426627
西湖博物馆,0,,,120.1380062,30.25277916
中国京杭大运河博物馆,0,,,120.1318631,30.35361522
中国湿地博物馆,0,,,120.0827225,30.26643042
中国伞博物馆,0,,,120.1329417,30.31827182
惠食记·蘭轩,0,,,120.1258717,30.2731724
潮興鱼仔店(胜利河店),0,,,120.1496464,30.29972299
咸亨小厨,0,,,120.0871747,30.32193062
沐屿新集,0,,,120.0378606,30.2896811
曲苑风荷,0,,,120.1307889,30.25341254
虎跑公园,0,,,120.1253468,30.20980341
湖滨步行街,0,,,120.1582411,30.25653377
武林广场,0,,,120.1586108,30.27334496
西湖风景区,0,,,120.1503034,30.2621209
西湖文化广场,0,,,120.1591218,30.27920735
钱王祠码头,0,,,120.151381,30.24482821
湘湖景区,0,,,120.2098136,30.13289109
杭州乐园,0,,,120.2406575,30.16295358
杭州极地海洋公园,0,,,120.2228872,30.14451225
西兴古镇,0,,,120.2211413,30.19182714
滨江公园,0,,,119.6867226,29.80724907
城隍阁景区,0,,,120.1602515,30.23921383
中国美院,0,,,120.1066665,30.29215703
宝石山,0,,,120.1424012,30.26304232
金沙湖公园,0,,,120.3146347,30.30946708
浙大玉泉校区,0,,,120.118277,30.2661796
满陇桂雨公园,0,,,120.1255613,30.22163499
石屋洞,0,,,120.1255052,30.2220149
网红汤屋,0,,,119.2131783,30.16692072
上满觉陇,0,,,120.1183483,30.21789622
杨梅岭,0,,,120.1135712,30.21750892
理安寺,0,,,120.1081758,30.2096005
清吟街,0,,,120.1711797,30.25613203
孔庙,0,,,120.1572402,30.2441139
钱王祠,0,,,120.1533075,30.24515664
敬一书院,0,,,120.1385244,30.25510678
绿水芙蕖,0,,,120.1350393,30.25528546
杨公堤,0,,,120.125685,30.2402379
植物园韩美林艺术馆,0,,,120.1152072,30.25349581
星巴克断桥店,0,,,120.1474724,30.26197797
湘溪村,0,,,119.7054098,30.05545566
杭州大厦,0,,,120.1553248,30.27638663
北山街大佛寺遗址,0,,,120.1457164,30.26239692
临安博物馆,0,,,119.7254171,30.22798341
九曜山,0,,,120.1371134,30.22261091
千岛湖森林氧吧,0,,,119.2130909,29.58966901
天屿山景观台,0,,,119.0338209,29.62341165
九龙溪漂流,0,,,119.0483363,29.72598273
千岛湖欢乐水世界,0,,,119.1098368,29.60030453
千岛湖燃擎·卡丁车俱乐部,0,,,119.1398391,29.60961144
坝子桥,0,,,120.1738501,30.27499934
运河水上巴士7号线,0,,,120.1353937,30.32144399
梅花碑,0,,,120.1719069,30.24405234
五柳巷历史街区,0,,,120.1720853,30.2449766
杭州德寿宫,0,,,120.1687919,30.24023177
望仙阁,0,,,119.5320785,30.37307997
江湖汇观亭,0,,,120.1617954,30.235143
木心故居,0,,,120.1756268,30.16084652
立志书院,0,,,120.2437306,30.10906016
梅峰岛景区,0,,,118.9163112,29.59058044
良渚,0,,,119.9865477,30.39309237
知味观,0,,,120.1589232,30.25501016
富义仓,0,,,120.1453975,30.29756689
大兜路历史街区,0,,,120.140253,30.30239185
小河公园,0,,,120.1329455,30.30932694
桥西历史街区,0,,,120.1330068,30.31907681
浙江省博物馆之江馆区,0,,,120.0969501,30.16194419
杭州之门,0,,,120.2323787,30.22974569
亚运主题公园,0,,,120.2241039,30.23509314
国家版本馆,0,,,120.0109823,30.38426627
良渚博物院,0,,,120.0232824,30.37979314
玉鸟集,0,,,120.0254407,30.3674185
北高峰财神庙,0,,,120.092933,30.24787241
浙江自然博物馆,0,,,120.1599623,30.2793279
湿地博物馆,0,,,120.1935322,30.39360013
高庄,0,,,120.0730828,30.2656702
茭芦田庄,0,,,120.0700857,30.26417427
曲水庵,0,,,120.0673215,30.2667621
清平山堂,0,,,120.0666305,30.27075855
洪钟别业,0,,,120.0665884,30.27193049
河渚塔,0,,,120.0653749,30.27461773
西溪水浒文化展示馆,0,,,120.0659573,30.27687879
蒋村市集,0,,,120.0662551,30.27771634
浙江省博物馆（之江馆区）,0,,,120.0969501,30.16194419
凌空漂流,0,,,119.5281419,29.93030838
杭州京杭大运河水上巴士1号线,0,,,120.1333328,30.32901595
杭州京杭大运河博物馆,0,,,120.1365989,30.31970903
胜利河美食街,0,,,120.1493987,30.29984054
虎跑泉,0,,,120.1298261,30.21190704
德寿宫,0,,,120.1684478,30.24150403
武林门码头,0,,,120.1593447,30.27662501
小河历史文化街区,0,,,120.1313836,30.30952172
大井巷,0,,,120.1655331,30.24127857
动物园,0,,,120.128192,30.21471871
二公园,0,,,120.157497,30.25490953
净慈寺（释迦殿）,0,,,120.1443944,30.23005414
断桥晚霞,0,,,120.1470884,30.26097239
竹林秘境,0,,,119.7183467,29.77104744
新横河桥,0,,,120.1514925,30.24260658
金光穿洞,0,,,119.9342675,30.04549421
白蛇飞渡,0,,,120.154458,30.23178568
晓霞弄,0,,,120.1654158,30.23985245
浴鹄湾,0,,,120.1314907,30.22834733
积义亭,0,,,120.1596401,30.23356609
下满觉陇,0,,,120.120785,30.22109954
杨梅岭村,0,,,120.1135712,30.21750892
雪舫,0,,,120.130061,30.23100019
云松书舍,0,,,120.1174117,30.2501741
走近湿地厅,0,,,120.0827225,30.26643042
湿地洞天厅沉浸式数字展厅,0,,,119.097519,30.2471209
湿地万象厅,0,,,120.2110082,30.25429075
只此西溪厅,0,,,120.0208044,30.23420866
岳坟,0,,,120.1296962,30.25396201
丁家山,0,,,120.1252661,30.24056337
苏堤南口,0,,,120.1400214,30.23091393
净寺,0,,,120.1419634,30.22266359
长桥,0,,,120.1505725,30.23517947
万松岭路口,0,,,120.1518811,30.23701167
清波门,0,,,120.1534655,30.23960734
饮马井巷,0,,,120.1731658,30.24180886
少年宫,0,,,120.1508358,30.2638257
葛岭,0,,,120.1404271,30.25997138
六公园,0,,,120.1530394,30.26092089
龙翔桥,0,,,120.1593804,30.25698184
净慈禅寺（南屏晚钟）,0,,,120.1444224,30.23184707
穗庐,0,,,120.1278277,30.25470549
大奇山国家森林公园,0,,,119.7265239,29.75803437
瑶琳仙境,0,,,119.533438,29.8890792
湖滨晴雨,0,,,120.1572272,30.25534399
青少年宫,0,,,120.1405564,30.29564011
河渚街,0,,,120.0653249,30.27480177
蒋村慢生活街区,0,,,120.0660192,30.27773463
富阳壶源溪,0,,,119.9273498,29.82947207
青山湖水上森林公园,0,,,119.7591038,30.25546435
大朗山,0,,,119.9318894,30.1964418
五丰岛,0,,,120.1247651,30.0958091
朝晖公园,0,,,120.1612344,30.28701949
指南村,0,,,119.5732254,30.36399933
梅岭南路,0,,,120.0811772,30.19422303
小瀛洲,0,,,120.1405881,30.24093414
桐庐瑶琳仙境,0,,,119.5403136,29.91418298
池中寺粮仓,0,,,119.9837739,30.39191292
雉山站,0,,,119.991238,30.39937793
莫角山站,0,,,119.9860634,30.39857875
莫角山宫殿,0,,,119.9853954,30.3953084
大佛寺,0,,,120.1457164,30.26239692
杭州少年宫,0,,,119.9643406,30.24207161
钱塘江,0,,,120.2430815,30.27603795
钱江世纪公园,0,,,120.2308303,30.24499783
亚洲花卉主题公园,0,,,120.2385357,30.24440391
大莲花,0,,,120.2243135,30.23157554
杭州青少年活动中心,0,,,120.1324545,30.3184771
桂花瀑布,0,,,120.0907361,30.28503224
飞来峰造像,0,,,120.0992718,30.24245854
梅家坞,0,,,120.1449217,30.18446245
木兰山茶园,0,,,120.1212461,30.25482065
茶叶博物馆,0,,,120.1087567,30.22194415
南江公园,0,,,120.2659084,30.15159625
信义坊,0,,,120.1390894,30.29650368
玛瑙寺,0,,,120.1399909,30.25959272
少儿公园,0,,,120.1987259,30.23458053
滨江樱花跑道,0,,,120.1453772,30.19377582
于谦祠,0,,,120.1275189,30.23211677
高丽寺,0,,,120.1261078,30.23032211
钱江一桥,0,,,120.1280187,30.17724326
浙窑公园,0,,,120.1295361,30.33335807
丝绸博物馆,0,,,120.1466381,30.22521226
径山花海,0,,,119.8567624,30.38279341
运河生育文化广场,0,,,120.1410907,30.29765174
白马湖公园,0,,,120.2052347,30.16256939
拱宸桥码头,0,,,120.1353235,30.32141689
江湖一览亭,0,,,119.7197055,30.28565143
龙井茶田,0,,,120.1129673,30.21556955
杭州东,0,,,120.2084643,30.29375787
天空之境,0,,,120.0754971,29.99985937
海岸带生物展区,0,,,120.3054837,30.43294228
高空漂流,0,,,120.0983487,30.14921581
十里琅珰龙井村入口,0,,,120.1008977,30.21984051
桥西历史文化街区,0,,,120.1331652,30.31955597
三潭印月岛,0,,,120.1406503,30.24120122
龙隐洞龙洞,0,,,120.4396294,30.17935282
千岱坑,0,,,119.7814398,30.41568513
中国紫檀博物馆,0,,,120.131771,30.31608144
曙光路,0,,,119.7221541,30.31675966
东岳站,0,,,120.0855898,30.26466139
瀑布前威亚,0,,,120.2038165,30.24613909
兰桂江南,0,,,120.2176278,30.20425727
溶洞,0,,,119.1067084,29.39504805
藏龙潭,0,,,119.6478446,30.37605273
杭州长乔极地海洋公园,0,,,120.2228872,30.14451225
青山湖地铁站,0,,,119.7506716,30.25810015
武林路,0,,,120.1556645,30.26828101
徽市街,0,,,120.2096545,30.29945972
北山街绿水芙蕖,0,,,120.1350393,30.25528546
凤山,0,,,119.4007579,30.01364591
真际院,0,,,120.0953014,30.19801557
水杉林,0,,,119.242388,29.47847179
停车场,0,,,120.185546,30.2878823
五常中学东门,0,,,120.039614,30.27274178
拱宸桥西历史文化街区,0,,,120.1331652,30.31955597
杭州原生鱼类展区,0,,,120.3346,30.22535475
南门,0,,,119.9811713,30.3816546
胜利剧院,0,,,120.1589139,30.25857384
北山路,0,,,120.1346914,30.25564791
九溪公交站,0,,,120.1138031,30.18882757
西湖天地,0,,,120.154604,30.24937567
森林营地,0,,,120.3049644,30.2632307
入口,0,,,120.1071978,30.14384844
网红柿子树,0,,,120.2227175,30.32100757
孩儿巷,0,,,120.1607107,30.26461366
水澄桥站,0,,,120.1472805,30.20640145
机器人游乐园,0,,,120.2602341,30.18120403
荻浦古村,0,,,119.8233141,29.86731836
魔毯上山,0,,,119.2754571,30.33881289
英蓝中心,0,,,120.1437326,30.30156663
狮虎桥路,0,,,120.1568069,30.2683881
香积寺路,0,,,120.1556583,30.30665398
晓风书屋,0,,,120.1456255,30.27005008
通天河游船,0,,,119.5282906,29.92808383
深海生物展区,0,,,120.2267743,30.45270267
太子湾枫叶,0,,,120.1374739,30.22780214
水澄桥,0,,,120.1472805,30.20640145
半山驿,0,,,120.2201289,30.30908783
四岭水库,0,,,119.7813541,30.42089289
十里琅珰梅家坞入口,0,,,120.1008977,30.21984051
儿童奇趣海洋馆,0,,,120.185285,30.08551546
龙门古镇,0,,,119.9464058,29.90338624
大运河站,0,,,120.1269831,30.32154735
韩美林艺术馆,0,,,120.1152072,30.25349581
白龙飞瀑,0,,,120.2820436,30.42138561
浙江非遗文化馆,0,,,120.1366541,30.3197821
大兜路历史文化街区,0,,,120.140253,30.30239185
大洋带生态展区,0,,,120.2226682,30.42096708
雪豹飞车,0,,,119.8235882,30.26052798
八卦田遗址公园,0,,,120.1470593,30.21342669
郭庄景点,0,,,120.1275177,30.24621976
刀剪剑博物馆,0,,,120.1329417,30.3184378
九天云廊,0,,,119.5282713,29.93114069
运河广场,0,,,120.1366651,30.32008308
云梯天桥,0,,,119.7087045,30.23939369
杭州天目里,0,,,120.0946018,30.26866269
西冷桥,0,,,120.093058,30.3786889
观瀑亭,0,,,119.5539166,30.38252405
九溪龙井村入口,0,,,120.1018859,30.22075679
新登古城,0,,,119.7296558,29.97297722
拱墅区大关苑路,0,,,120.1496416,30.30859494
深澳古村,0,,,119.8345185,29.85374417
梦鸭岛,0,,,120.1186768,30.2905586
凤起路,0,,,120.1582112,30.26612189
悬崖咖啡,0,,,118.9869864,30.08877689
九曜阁,0,,,120.1363454,30.22305372
钱江世纪新城,0,,,120.2048561,30.25666468
工联,0,,,120.1599952,30.25708598
东门,0,,,120.0873811,30.30727741
太子湾西门,0,,,120.1340723,30.22699309
凌云漂流,0,,,120.2752288,30.43663619
吴山居,0,,,120.1647379,30.23931222
莫角山,0,,,119.9853954,30.3953084
运河水上巴士,0,,,120.0958286,30.29542408
山地越野车,0,,,118.8637313,29.5695259
青山湖风景区,0,,,119.770195,30.23805551
杨家村,0,,,119.5210423,29.92552876
杭州下满觉陇,0,,,120.120785,30.22109954
波奈古着屋,0,,,120.1294829,30.26393488
瓶窑老街,0,,,119.9633498,30.39717379
中国印学博物馆,0,,,120.1348149,30.25365126
福庆寺,0,,,120.326867,30.18692644
云中栈道,0,,,120.1064595,30.1819528
南宋官窑博物馆,0,,,120.1503628,30.21194054
杭州博物馆北馆,0,,,120.1616103,30.24182118
飞来峰风景区,0,,,120.0968323,30.24083518
美丽洲堂,0,,,120.0232533,30.37092579
极贩商店,0,,,120.1653682,30.26967993
孤山路,0,,,120.1414362,30.25471145
求是路,0,,,120.3553615,30.31370378
粮仓,0,,,120.1057599,30.37638555
杭州东站,0,,,120.2084643,30.29375787
中山南路,0,,,120.1658626,30.23438368
杭州各个寺庙,0,,,120.1572402,30.2441139
白鹤峰,0,,,120.1192051,30.21664315
新白鹿午餐,0,,,120.1584407,30.27984002
天目里美术馆,0,,,120.0945458,30.26795175
植物园南门,0,,,120.1193692,30.25475267
丛林飞车,0,,,120.2893672,30.23811632
古望江门附近,0,,,120.1725362,30.23891089
东梓关村,0,,,119.8176655,29.88878555
民艺博物馆,0,,,120.0737779,30.15765971
湖滨一公园码头,0,,,120.1574409,30.25471844
龙翔桥地铁站,0,,,120.1593804,30.25698184
西湖边,0,,,119.509821,29.54383238
岩岭湖,0,,,119.5596756,30.02163066
悬崖瀑布,0,,,118.9869864,30.08877689
云夕庄园,0,,,120.0482127,30.17917866
三分叉,0,,,120.0926596,30.21462364
九溪入口,0,,,120.1122691,30.19151023
平炼路小火车,0,,,120.1615245,30.34467971
碉堡,0,,,120.229656,29.99554578
湘花岛,0,,,120.2172229,30.11995862
大兜路街区,0,,,120.140253,30.30239185
杭州酒家,0,,,120.1592844,30.2540629
千与千寻汤屋,0,,,120.2654068,30.42706441
地铁城站,0,,,120.176096,30.24697392
慈云岭造像,0,,,120.1476997,30.21842351
二公园码头,0,,,120.1573436,30.25484725
香积寺站,0,,,120.1438719,30.30251875
黄龙洞地铁站,0,,,120.1356829,30.26769235
富阳,0,,,119.9218787,30.05096718
恐龙乐园,0,,,119.3542406,29.78663921
杭州小洱海,0,,,120.2806577,30.1653669
富贵农场,0,,,120.0545152,30.25901127
曲苑荷风,0,,,120.1250537,30.25141329
苏堤南,0,,,120.1397627,30.2311035
天空之镜,0,,,120.0766191,29.99909451
黄公望隐居地,0,,,120.0046602,30.10081748
拾翠亭,0,,,120.1387454,30.22665919
森林公园,0,,,120.18936,30.36729301
三潭映月岛,0,,,120.1406503,30.24120122
青山湖水上森林停车场,0,,,119.7525166,30.25744463
西湖游船码头,0,,,120.1381963,30.23424983
小吃街,0,,,120.159228,30.25684157
稚山站,0,,,119.9802035,30.3966526
演艺剧场,0,,,120.1742356,30.24625952
白龙潭,0,,,120.0162256,30.19422886
公园码头,0,,,120.1724819,30.21589027
微蹦极,0,,,120.228979,30.2049423
村文化礼堂,0,,,120.5275066,30.1642585
中国大运河博物馆,0,,,120.1318631,30.35361522
浙江文学馆,0,,,120.0957438,30.16338699
紫菱纤手,0,,,120.1629075,30.26154704
都锦生故居,0,,,120.1214857,30.24229688
西湖手摇船景点,0,,,120.1278777,30.24506631
凌空漂跃,0,,,119.5281419,29.93030838
浙江图书馆,0,,,120.1322755,30.26551258
濮家码头,0,,,120.1960328,30.28472011
龙翔桥站,0,,,120.1676386,30.21448726
杭州青少年活动中心儿童乐园,0,,,120.1507455,30.2643135
儿童乐园,0,,,120.2986429,30.40620104
中山北路,0,,,120.1621112,30.27296652
钱王桥,0,,,119.5579234,29.89236204
定安路地铁站,0,,,120.1631764,30.24833662
钱江市场,0,,,120.1491666,30.30516251
银泰,0,,,120.1582993,30.28008574
五子登科树,0,,,119.9022829,30.10532468
大屋顶书馆,0,,,120.028073,30.36778849
汤屋,0,,,120.2461451,30.30886745
西泠,0,,,120.1354466,30.25249629
浙江美术馆,0,,,120.1522174,30.23335253
汝拉私房菜,0,,,120.113024,30.23247854
上海,0,,,119.7033054,30.22359606
听涛居,0,,,120.1359792,30.22631196
余杭区,0,,,119.9353847,30.27330484
伍公庙,0,,,120.165834,30.24063618
濮家站码头,0,,,120.1961882,30.28472936
青山湖水上公园,0,,,119.7591038,30.25546435
地铁,0,,,120.2088501,30.25840877
