shopname,star,place,type,longitude,latitude
三都渔家乐特色村,35.0,建德市,美丽乡村,119.54384782521387,29.53225112408189
大关公园,45.0,水晶城,公园/广场,120.15135281499764,30.305453344628493
花神庙,40.0,西溪银泰城,宗教,120.475268700412,30.230437228879065
蒋经国旧居,45.0,西湖北线/黄龙,纪念馆,120.14761075394426,30.2620282004086
沿江景观公园,45.0,和达东东城,公园/广场,120.19030161178505,30.21051053584694
西湖龙井茶文化景区,45.0,龙井/虎跑,自然风光,120.11384086273272,30.22751252844047
超山青莲寺,45.0,临平风景区,宗教,120.20212179664674,30.434650483454043
杭州西湖风景名胜区-北街寻梦,35.0,西湖北线/黄龙,人文古迹,120.1366272261292,30.257677641515908
杭州西湖风景名胜区-福井杭州友好公园,45.0,西湖北线/黄龙,公园/广场,120.1281958346198,30.25187619402617
建德市江滨公园,45.0,老广场,公园/广场,119.27307058862662,29.472400752910204
白马湖国际会展中心,50.0,开发区/高教园,景点/周边游,120.19820237056072,30.16385121802874
白鹭公园,40.0,良渚,公园/广场,120.02335262373614,30.36399070906276
盖叫天故居,40.0,灵隐/白乐桥,纪念馆,120.12415077108253,30.249940328484577
中国美术学院美术馆·设计馆,35.0,转塘,美术馆,120.07504896330896,30.15518869435896
北山街,50.0,西湖北线/黄龙,休闲街区,120.14372293983315,30.2613466530637
玛雅岛,45.0,湘湖,更多景点/周边游,120.21140051735516,30.126591126841312
杭州西湖风景名胜区-钱塘苏小小之墓,45.0,西湖北线/黄龙,古代遗迹,120.13365393071336,30.25408052506821
通天飞瀑,30.0,富春桃源通天飞瀑景区沿线,自然风光,119.62442821733832,30.00410709021369
白马湖动漫广场,45.0,开发区/高教园,博物馆,120.19718976130704,30.16401965828662
杭州西湖风景名胜区-双峰插云,35.0,灵隐/白乐桥,自然风光,120.11780749214704,30.249795511137847
云栖小镇国际会展中心一期,40.0,转塘,景点/周边游,120.08002139673088,30.12989377142281
杭州城市建设陈列馆,45.0,浙一医院/庆春路沿线,陈列馆,120.15884448030214,30.26116249442521
京杭运河陈列馆,35.0,城东,陈列馆,120.16518077334352,30.232183544461886
下孙古邨,35.0,湘湖,人文古迹,120.2302494946705,30.15971688242192
西山公园,35.0,城厢,公园/广场,120.25300768719477,30.165305723464744
南宋钱币博物馆,40.0,浙一医院/庆春路沿线,博物馆,120.17272427587336,30.25626390904648
娘娘山,45.0,余杭区,自然风光,119.8441773006218,30.31404895082529
绿堤,35.0,西溪,自然风光,120.07449973647694,30.275877001765995
航坞公园,40.0,瓜沥镇,公园/广场,120.43568559337638,30.179170982327147
凤起商业街,40.0,凤起路沿线,休闲街区,120.15952138409348,30.262405642975384
江滨公园,40.0,桐庐县,公园/广场,119.03066550688824,29.60735933108629
青芝坞慢生活街区,35.0,西湖北线/黄龙,休闲街区,120.11973549182773,30.26019159567285
云曼温泉售票处,45.0,湘湖,公园景点售票处,120.24021094880146,30.164711442184583
九霄碧云洞,45.0,富春桃源通天飞瀑景区沿线,自然风光,119.6303144133704,30.011728317531247
徐志摩纪念馆,40.0,朝晖地区,纪念馆,120.16384461135078,30.28217586738849
涌金公园,50.0,吴山广场/河坊街,公园/广场,120.155636082744,30.248356631169937
五常湿地,40.0,五常,自然风光,120.01891524895964,30.26441758100408
象山大厦,35.0,转塘,休闲街区,120.074038394633,30.151252662511027
鼓楼堂,45.0,吴山广场/河坊街,宗教,120.167031563114,30.24108040234258
望江公园,40.0,万泰城,公园/广场,120.19372040146536,30.227982132004623
绿景塘生态农业观光园,30.0,余杭区,植物园,119.80760242110034,30.32589730979414
五四宪法历史资料陈列馆,50.0,西湖北线/黄龙,陈列馆,120.1363304021835,30.258327137167733
杭州市城市规划展览馆,50.0,钱江新城/四季青,陈列馆,120.20717109030107,30.24909237496957
瑶林仙境-售票处,35.0,桐庐县,公园景点售票处,119.53153386813509,29.88808259845436
杭州市民中心,50.0,钱江新城/四季青,地标建筑,120.20600228968316,30.250369735805943
浙江国际影视中心,30.0,萧山高教园,更多景点/周边游,120.28928931296228,30.249941547417816
李叔同纪念馆,45.0,龙井/虎跑,纪念馆,120.12545481742076,30.2128383718266
千岛湖水下古城主题乐园,30.0,千岛湖风景区,主题乐园,119.02779482547098,29.646275473115686
杭州清真寺,40.0,城东,宗教,120.215619944648,30.27657094958159
功臣塔,45.0,临安区,历史建筑,119.729271915374,30.229350718569844
临安城遗址(太庙遗址),35.0,南山路/柳浪闻莺/美术学院,古代遗迹,120.16515344658272,30.23512529308301
云松书舍,50.0,灵隐/白乐桥,园林,120.11741168156634,30.25017410020149
神仙洞探险基地,35.0,桐庐县,游乐场,119.54067604381784,29.84993727965296
双溪漂流-售票处,30.0,余杭区,公园景点售票处,119.84790336332892,30.41376048981768
全山石艺术中心,50.0,宋城/之江文化中心,美术馆,120.10086805289984,30.16822989840564
麦田里商业街,40.0,城东,休闲街区,120.2028845494998,30.26664508557111
1928文化创意园,35.0,城东,休闲街区,120.21239102375765,30.31654192472762
桐庐博物馆,45.0,博物馆,博物馆,119.69493613785292,29.7981801152666
水景公园,40.0,临平,公园/广场,120.2917088854157,30.40681706934912
千岛湖燃擎游乐场,35.0,千岛湖风景区,游乐场,119.13977104168488,29.608840573863663
三潭印月,50.0,龙井/虎跑,自然景观,120.14065025451552,30.24120121974533
基督教会崇一堂,45.0,钱江新城/四季青,宗教,120.20435647848618,30.261811563469696
桐庐城市规划展示中心,40.0,利时百货,展览馆,119.682919026682,29.80396424255764
太子尖,50.0,临安区,自然风光,118.8929988500223,30.17778106943685
东岳庙,40.0,北干,宗教,120.08554748170567,30.150232657175312
吴越国王陵考古遗址公园,45.0,衣锦街,古代遗迹,119.72107022448895,30.23714135068811
博地中心地下美食商业街,40.0,市心北路,休闲街区,120.24819422734332,30.238876965928707
LOFT49创意产业园区,40.0,运河广场,休闲街区,120.12376968846525,30.323683159906377
瑞晶石花洞,40.0,湍口镇,自然风光,119.09809755516464,30.0844498387204
太阳马戏艺趣嘉年华,40.0,城东,游乐场,120.17716551704656,30.327024497873214
弥陀寺公园,50.0,西湖北线/黄龙,公园/广场,120.14536283549002,30.269152716692066
茆坪村,50.0,桐庐县,古村古镇,119.7050827050382,29.657262181320306
西溪公园,45.0,高新文教区,公园/广场,120.06009995961035,30.269257446564616
湘湖井山坞文化园,40.0,湘湖,动植物园,120.22149483381172,30.181105902741887
银湖公园,40.0,富阳区,公园/广场,119.98067939527128,30.144364125281307
钱塘江大桥纪念馆,35.0,龙井/虎跑,纪念馆,120.13063592309604,30.201298691783546
千岛湖希尔顿休闲游艇俱乐部,45.0,千岛湖风景区,游艇,119.07281274310122,29.606496691280828
荻浦花海,45.0,桐庐县,植物园,119.82093006194025,29.86609995796589
江南龙门湾,45.0,富春江景区,自然风光,119.66048537657169,29.69647458881352
马寅初旧居,45.0,浙一医院/庆春路沿线,纪念馆,120.16128875009056,30.261073049013724
康康谷风情美食街(春晓路店),35.0,开发区/高教园,休闲街区,120.210327365968,30.19772854023581
独松关,40.0,余杭区,人文古迹,119.70865653964762,30.564330493184677
浙江省人民大会堂,0.0,西湖北线/黄龙,地标建筑,120.15002020530368,30.26699597468707
秀水街,35.0,千岛湖风景区,休闲街区,120.3869454550374,30.32700931924892
都锦生织锦博物馆,40.0,凤起路沿线,博物馆,120.15520042710445,30.264811474027027
老虎洞山风景区,50.0,湘湖,自然风光,120.19276288175344,30.130410491919037
万向公园,40.0,武林广场,公园/广场,120.15269835668532,30.273944105841476
城中湖旅游码头售票处,35.0,千岛湖广场,公园景点售票处,119.04857946269,29.602866538752075
林风眠旧居,40.0,西湖北线/黄龙,纪念馆,120.12376144673004,30.255452429768276
南宋御街陈列馆,35.0,吴山广场/河坊街,陈列馆,120.16518077334352,30.232183544461886
潘天寿纪念馆,45.0,吴山广场/河坊街,纪念馆,120.15452513468256,30.244668886755772
江南古村落,35.0,桐庐县,古村古镇,119.83093949531256,29.85909618982825
画英雄art,40.0,留下,展览馆,120.05111157907872,30.22990350837524
畲乡民族村,35.0,桐庐县,美丽乡村,119.54660764341584,29.79704958171748
人民广场,40.0,临平,广场,119.70274427263136,30.23071240959484
杭州湿地植物园,40.0,西溪,植物园,120.0686463010287,30.27452786927298
临平地铁商业街,35.0,临平,休闲街区,120.29969318213838,30.410960272280807
吴山大观,45.0,吴山广场/河坊街,宗教,120.16080914138192,30.23929086466737
杭州西湖风景名胜区-法镜寺,50.0,灵隐/白乐桥,宗教,120.0999789437019,30.23933095828251
千岛湖伯瑞特度假酒店养生温汤,35.0,千岛湖风景区,温泉,118.9911138487662,29.583658334321893
冠山公园,50.0,开发区/高教园,公园/广场,120.18651689117442,30.16477803678928
八百里风情岛,35.0,青山湖景区,自然风光,119.7748419996512,30.260740271082177
杭州钱塘江博物馆,40.0,城东,博物馆,120.21208637173832,30.24373083838037
先照禅寺,50.0,湘湖,宗教,120.22149728104152,30.126774477031955
安溪古镇,35.0,余杭区,古村古镇,120.01122445735469,30.41085627631545
中国共产党杭州历史馆,0.0,西湖北线/黄龙,博物馆,120.14014337957408,30.259189995121137
恒生科技园,45.0,海创园,休闲街区,120.00074023331084,30.2805026029414
云雾山慈云庵,35.0,临安区,宗教,119.39981232645052,30.03765058903708
抗日战争胜利浙江受降纪念馆,0.0,富阳区,纪念馆,119.95058843257206,30.118938551526583
梦栖小镇设计中心,40.0,良渚,休闲街区,120.02819546362372,30.383156429325552
郁达夫公园,40.0,郁达夫公园,公园/广场,119.95434758454472,30.048831654516437
桐庐生仙里景区,40.0,桐庐县,自然风光,119.30719059334363,29.93646151363718
岳飞纪念馆,50.0,西湖北线/黄龙,纪念馆,120.12991663632332,30.255279198934502
之江国家旅游度假区,35.0,九溪,自然风光,120.10274360740055,30.1781192065706
杨家村,35.0,富阳区,美丽乡村,119.52307780439358,29.52993013002129
莲花广场,35.0,古荡,广场,120.09533716580404,30.271968430884776
肖岭水库,45.0,桐庐县,水利工程,119.8071279180855,29.789396504254118
子胥野渡,35.0,乾潭镇,自然风光,119.547377662213,29.617950134674857
龙门山,40.0,富阳区,自然风光,119.75590645979156,30.32820605064848
梅鹤堂,40.0,凤起路沿线,历史建筑,120.15552159876304,30.262074299508487
建华商业中心,35.0,拱宸桥/上塘,休闲街区,120.1482577218758,30.319970088916023
大雄讲寺,50.0,良渚,宗教,120.01244732485024,30.36489340928083
陆游纪念馆,30.0,凤起路沿线,纪念馆,120.16230552209215,30.26416068121408
理安寺,50.0,龙井/虎跑,宗教,120.10817579154173,30.209600498323457
南宋市井街,35.0,吴山广场/河坊街,休闲街区,120.16653024378252,30.23893261417617
北山公园,40.0,北干,公园/广场,120.27347825041126,30.173524758199544
